ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2,2.67375,23.2793313643,46.674406,-335.299658,23.4748125936,-5.95529434831,-0.873952825569,-9.00632480304,69.5070355595,-221.975438,-367.100884,78.8738158761,17.849112744,3.1801296686,0.70684232325,-1.76025851501,-2.69527750364,-20.0680969672,25.2522011411,80.9183275555,-178.77049,89.879354,5.02983045021,-47.1924743592,-47.7013912495,-35.2100243732,2.25018190295,0.955156475483,0.600413743839,-1.21465109804,25.0769196826,-162.350892474,0.661280286075,11.0357269563,27.0304435693,18.522314,26.9189670765,-24.1007887762,-2.90803844015,40.6983878046,52.6251735845,76.2623818909,-1.67111272074,0.944430919537,12.4740603097,-43.0171067481,-45.6926674438,8.76812739217,-10.6749887675,-1.08115847784,3.56849498143,29.8792027037,-15.5717293904,32.0037183414,57.2275695695,1.72958033385,-15.0690291788,-1.16664275036,0.310256969875,-9.60471821199,43.573060055,0.958916830711,-0.64788895191,-0.548288545454
ukbench00003.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2047.906,98.6647879706,2036.674,2037.956,109.223841409,3.55194408133,2.26811709166,123.263024583,72.480262374,1828.838,2039.96,-98.0957696745,41.5747135954,19.2655718461,-66.2686333192,19.5266428778,-69.3742463022,37.616408826,-1.04316417858,-174.559974973,2352.484,2501.282,-109.425730452,-4.67776442375,34.1885750408,70.7700750883,-22.8031754145,20.7075375949,-10.3914109487,-16.3325218687,16.9834004505,71.4955666458,99.3062395381,38.5550203093,-70.0552316077,2415.572,-59.2759392408,-11.5984203645,117.25947307,80.4715801262,38.0026780778,6.54842312809,13.5982757876,45.4766430419,42.0236589137,95.9531554066,3.3375440072,59.6715668856,-58.8291624034,-12.2387865625,11.6290781234,14.8802482997,100.865852933,53.1598334042,45.8403908117,26.6272459138,-13.9247984751,-10.5076067684,-0.0672753461,-37.5465870759,43.9716025297,-26.2737332186,-14.9077291,2.02226324334
1,18.101016,8.16123579224,80.835864,136.512816,-1.75506793676,4.9647293712,2.26566354487,-56.8665878465,1.94048855739,192.415368,60.93456,51.2708175719,-26.2730340251,22.6621741079,-0.910080368513,-2.19041673136,21.5795130325,-0.909551350218,-92.9023927631,80.5442133796,67.407024,-5.235048,69.9808203834,-37.580825987,-21.2360896614,-97.3427066906,-7.64317595865,0.974706814951,3.32264564926,2.24351650088,14.7061904687,40.2357617788,15.1661348674,-3.80653053941,12.0457608098,10.393392,-0.830904580868,25.953813025,-53.8446197281,13.6376460481,14.4686445232,56.1834994001,-11.4379598614,-3.44593193528,-1.37955490154,16.5192582902,-25.8108682954,-9.74471945883,6.26291095527,1.49047815801,-24.1063619435,-26.6833003842,46.1043318109,35.2572683695,45.3544212147,-25.9014723567,-9.71697427396,3.53344086986,-0.535928682405,9.68210024854,-8.82066328425,8.51799751726,-0.299441354967,-0.776144553545
2,-28.452978,4.06310241688,-138.802562,-233.832628,20.3260182466,7.04807904601,-7.05367712825,104.587243272,12.2973297473,-304.335494,-155.40548,-12.4442495057,55.8913406602,-32.410563025,-7.20051502187,7.25201856059,-36.2445753341,-12.84867119,127.554920154,-58.3586367615,-112.999092,-20.878066,-91.5019882481,54.4510611188,-13.4156752117,136.082776407,11.5595578621,3.09536793518,-9.10094606096,-5.86961240305,8.4351861118,-49.9680047485,-26.4899765916,9.06320088161,-11.8423902352,-16.806836,5.9808194511,-10.1198109933,82.870942297,-50.3178967401,-50.4704225776,-69.5665697258,13.5246509671,-18.9206446888,-26.8276939452,-21.1156373454,34.9286991118,17.6795938649,-3.48751748127,0.109750195565,21.9584953972,43.0259024001,-72.3533671684,-57.0524075465,-51.145981256,45.5472140477,7.84663891973,-0.574750533884,-0.148152727893,-7.08580910762,-12.1279090592,-9.08263425764,1.07131374276,-1.03652701628
ukbench00004.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2643.542,125.126483059,2438.722,1957.622,142.806795972,-58.7350726454,12.6669756853,145.254162147,231.387821389,1878.456,2057.032,261.179476547,22.7872671418,69.8831879644,-15.7416111628,2.77964314504,-49.9938636435,49.4175969259,-57.3070957703,195.084805058,2054.396,2180.402,196.135493545,-97.0224711211,7.02739462796,150.776378952,-8.49009147481,2.04903424441,-0.321415867964,-13.9732921987,15.9775347237,-26.7625774543,125.025522522,-30.0471678587,151.164679809,2688.136,88.2649540817,192.510340758,69.5656290462,-61.4136381596,-35.0978137345,37.1307171518,-21.2809558762,31.8024892618,6.96359608083,-29.364317114,41.8182950394,25.1724484796,-12.0289856227,11.3848829243,76.1596429745,-94.3428277794,15.6136241006,-12.3058419688,-67.1959907279,29.2564622549,17.3475322179,-24.3980123781,-11.1095589757,-22.6149419894,-37.3900906905,42.2984007923,4.10086635834,6.8121694875
1,78.090312,10.5904300495,128.184792,8.109192,23.3697911643,5.45125046444,1.33114951611,-46.2685326207,31.6887748306,-43.121184,-43.446048,23.8681438367,45.9519776409,-8.1020978966,3.29495355156,0.32634528931,14.6370594589,18.4441861019,63.9555970606,1.69020135841,-38.575344,65.197272,54.2218105605,76.592824991,26.6752951941,-10.0619315064,-0.752200652151,0.811169867978,1.62919406001,4.33556863777,43.1199833392,39.8202036088,49.5633765321,79.4874765201,40.4857902291,54.067296,13.3985649982,20.1687307138,-21.6700331631,31.4468261253,64.8912584163,-33.2124637387,7.93786843155,-45.9223772571,-21.3475327723,58.2024058571,-2.04987427439,-4.36115997383,2.36293881806,-0.139127006822,-49.334970231,65.2867718425,35.6608713612,-14.0423626841,-32.4016189106,-26.0025802173,-7.24170223984,8.97478028616,2.62438554118,2.59377441721,-3.33879528629,-34.4637338196,-0.48148102321,-2.52064752325
2,-43.879446,-0.937098889573,-80.370786,48.753514,-8.2762508896,-4.73964507382,-0.400839727158,36.1546273808,-3.05715067641,116.606872,114.770184,-56.2212851375,-53.5814076059,8.8351901446,0.132091789366,-0.979695258903,-9.72941737096,-32.0067951871,-89.2802705316,7.44638178633,66.739652,-64.456626,-14.3876811632,-111.875701997,-3.51562736483,-13.7284710857,2.59703103472,-0.705279879152,-0.789888629123,-3.16337249089,-30.6983222608,-62.5933581428,-82.7625793255,-65.3730867099,-25.8716037053,-31.468968,-2.54804364241,3.55238518038,2.79657415248,-31.8371462401,-43.151540115,59.931938178,-8.19466693838,52.4029276017,26.0211280632,-47.7855037045,-15.6997645835,13.6670322607,-1.83054033969,1.07239732572,31.4065875068,-65.8888964988,-39.8222694019,25.4226113107,93.698074491,17.2753462242,2.4335479452,-6.80423965377,-1.99797049673,0.363219383158,5.00982851853,24.3923903109,3.56971490727,2.26323294527
ukbench00005.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2279.612,212.282507549,2051.634,1894.76,263.015306584,-35.7930329594,-31.8312467287,193.340342524,187.566427902,1945.456,2055.162,118.869185878,79.1986947493,-11.1357236483,-13.4124014255,12.2463100043,-37.9702199362,67.8157489658,-89.9324858471,101.119147748,2220.932,2402.594,145.041754969,-55.607717874,91.7512143689,117.306186572,-18.3349066647,-8.17790679607,-11.2795427002,-27.1743806685,-14.8884171584,24.0981991028,74.5229594764,62.1011480716,123.895817856,2768.884,147.990998068,213.284542582,-17.6452495216,-50.7405684044,-30.7395211255,102.983154186,-7.03364990803,50.3481423585,34.8663721853,17.3016898721,78.7999796954,13.9261334683,-43.0515298242,-0.309154010191,36.3976144548,-34.2013079776,18.2836041535,-50.4972846739,-56.4869218598,130.280059534,0.843933533507,-14.2581011358,10.594872331,-33.6445803597,-26.8906260528,51.6928994417,-4.28963632405,-3.11925294727
1,25.034832,30.1147187403,63.374424,-13.96464,35.9475260849,8.29210643801,-4.67297752895,-29.3972346212,20.7300574366,-47.069184,-86.383368,29.5795403369,78.002484676,-7.52453527039,1.18366281058,4.61392384073,7.05810795878,47.4244927532,68.3514665125,29.5270362935,7.370352,151.944984,6.25962698929,58.2794895212,-3.87361330746,-28.6727161151,-3.70803892172,0.906139516869,-1.05465402316,11.6889496661,-17.691504186,20.7061230207,-7.45108974733,76.8845058324,18.9012327077,60.413424,21.8558971476,-41.6138372334,35.981919103,91.6293800652,14.9840826065,-68.3176141586,8.93164767406,-30.1731353711,29.1496681813,-5.9347456887,2.61618195331,12.8115149598,9.438292621,-1.05766714297,-12.5520900607,0.161216678765,-1.60455217524,50.7892325141,16.628155331,-42.9956980477,-34.5470373685,1.66063744719,0.847318331938,8.83246099353,13.2231391447,30.721141578,-0.0659066274185,1.58890010856
2,-15.409356,-11.4533312951,-28.259042,72.18412,-19.3595241519,-4.32889027872,1.8594113714,17.1877470319,-6.24553763606,105.911872,113.251494,9.21636208223,-103.134613531,8.57692953749,-1.52863475328,-1.4850333068,0.856075795206,-44.6647171007,-75.0372119066,12.1600886673,-10.646516,-108.799522,3.77928975087,-76.0387347969,-6.58393848779,43.4108069908,0.83336980084,-0.359181666565,1.47539350523,-12.1016989529,26.0390333847,1.97633516915,-36.4626707751,-87.2565273465,-5.84830840849,-36.280292,-6.71873737925,33.7758577002,-46.7206607786,-67.6804045348,-23.4882091548,61.5924718491,-4.25745059682,23.7104255096,-57.805438835,-2.65257841064,47.6740442843,-12.1823733687,-9.24112159249,-0.288120329083,17.4068745025,26.0946122127,5.41477519438,-46.2024438771,15.0901609822,22.0483276249,39.9721565987,-2.94231939978,-0.445294651917,-14.7926070048,-23.3318587743,-45.8411068231,-1.13594910698,-0.887740211317
ukbench00006.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2905.606,-177.46530272,2547.814,2475.896,-253.028954038,-91.4147023736,-6.69586979703,174.224996077,-150.951019892,2485.556,2529.642,-142.310924587,-41.0875051648,6.36759118711,-9.99990409954,0.262701039954,-9.51907148833,-85.7499544888,-7.25234035227,-139.41209198,2704.538,2861.654,-101.904664418,-31.0606382715,-53.8493379366,150.166852907,13.6020051632,-6.41738653613,-6.63887326739,-49.0507462311,-43.7264354302,-67.9953880789,2.70962135555,90.5134746276,-29.520211091,3261.426,-59.7318568515,239.169291189,67.5866288985,18.6152931215,44.5607463029,137.356103291,11.5830752605,7.35108585626,-7.58253674009,33.5367936688,92.9548432412,16.4181913984,-45.4973239721,-11.2750009926,-15.2720922601,-35.3400025776,10.3905411875,5.79179937472,3.73322277319,137.686789965,-0.508717062645,-12.8283312243,-4.03407101521,-65.8915719952,11.4419832962,7.2191655543,-2.64436218696,-0.757821040834
1,43.086216,-28.3376704758,71.168904,-56.341344,-33.0288177504,-4.32917574426,-3.98474703834,-32.669677935,-54.1767809796,23.938416,-71.990088,-69.4995071394,117.11372772,5.18090513498,1.65186366625,-4.11375772145,-12.9764220117,27.0056574029,77.2313572225,-29.5477693065,50.456568,135.555144,-17.6143790921,87.2979348239,10.0512180282,-68.741776056,-1.28811586398,0.00523895887442,-0.0653261796786,25.5317004907,0.292896386044,39.9446317749,-32.2306499515,90.1878894761,-3.61260950707,65.747736,2.86660934245,-38.9588660671,-2.79143670404,90.7982637251,12.4218289024,-50.7668489761,0.35694197817,12.4864898219,1.60722347001,44.5338114238,-62.7955454274,16.2090993961,7.43844755994,-0.819608349397,-24.0888143816,27.0526584953,43.7994001521,58.5949561438,-5.34704517988,-47.2344492565,-3.37395460798,1.65186366625,-1.39757143068,20.736269977,26.7414328557,-0.330342447923,1.26923327386,-0.150328963133
2,-32.517078,22.5847974764,-59.759382,18.612152,29.3217881394,0.342638999529,3.76760689236,34.2784853877,59.6331352391,83.024572,171.375254,88.3463078926,-61.6182216723,-7.67648093323,-0.936742536804,1.47938185306,6.78709797118,-36.5664660164,-92.6014304557,32.4026109599,-43.163594,-91.017302,41.3092148236,-108.281534035,-17.6326654012,55.2728513428,4.59558180611,0.871997094916,0.579464476471,-19.7659120188,8.38721577442,-37.2277012474,48.0599158603,-92.2507961951,17.3441567601,-38.092738,0.460328316916,29.6408134998,-41.8970844339,-92.9311113234,-22.2273655226,17.2130833887,-6.97040231224,-28.1960648291,-11.9399151735,-85.7893479833,95.0566799645,-35.8035545051,-8.0429769396,0.918861321153,17.9473416712,7.07056144173,-61.4334067474,-77.4104942531,19.5509676059,24.6332599357,22.5301628568,-0.936742536804,0.752212823931,-15.1949742989,-30.4173712957,-5.4278750751,-0.991577353369,0.208767107794
ukbench00007.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2916.118,-8.88472406731,2815.076,2462.14,-18.1160899618,-49.7384096294,-7.8601258948,114.359312939,22.807624344,2153.864,2001.748,73.6543455515,97.8779512033,24.193375741,-7.69473599287,-3.35016268515,-71.6553727783,-55.1415077751,10.6088102936,84.9521525381,1978.58,1762.484,97.7988374657,-4.10228034741,-18.8700975784,215.082083847,-12.8323284852,-3.60010715715,-2.54900866,5.36153710955,20.4390607193,74.2575257331,-4.88274533076,30.7666134495,113.114207253,1820.722,98.6302434881,222.738603282,-55.825106004,-8.61256059485,-103.397564459,4.36016837431,-6.57542944583,-6.72625817126,10.083366509,-19.25234222,34.645403851,-31.2035041473,197.957682406,-37.0443895323,140.977293179,11.2047823522,-37.5610385366,-23.274226061,-2.6241082704,99.3180063073,-2.32370575409,3.22299270865,-26.2322660064,41.016574013,-44.6348359742,-20.2214143411,28.7625436339,2.0506364453
1,77.765448,-0.520644607512,108.809136,100.31304,2.03808859634,12.7780259194,-0.256377608722,-35.6764459211,-6.32838021431,-22.483296,18.190128,0.64877703467,36.4254876554,-6.68738619397,3.5422146508,-1.24392435981,21.2708354667,22.4276684852,110.643842745,-43.8281735498,-68.00712,30.183024,-31.1259095178,53.8840848818,-4.97516136163,-49.5208148637,-0.652476315697,0.587335035123,0.337331468071,4.03088832393,-7.75755745739,9.96382468314,3.51406559403,79.8191531155,-3.97731981031,-17.327208,6.90080162405,19.4979191201,-8.93374093286,37.5597585918,6.19413580107,-43.8663006727,2.95259920316,-14.4003588899,-1.33222833163,14.9706475405,40.2812259164,14.3736007834,22.0108612548,-1.13903072959,-22.082809012,68.8347687345,35.2199539089,27.5821527007,12.2487602683,-19.4284080182,-3.7505175234,16.5274104434,-2.17410302283,-2.09167247368,36.0558095642,-6.76240439446,0.0712646313573,0.17474832136
2,-45.716134,3.32468449757,-64.937188,-101.34582,-0.23725729925,-11.3803048685,1.76904396236,32.3244709,27.4355504926,117.028968,27.273676,-4.87898315726,5.79865725434,5.96357833767,-2.58032739686,-1.3866632722,-19.4931181071,-44.8344506058,-133.658326469,13.9494404136,97.98046,25.322908,28.1739151192,-78.1177763201,-11.3505138892,20.0799686522,-0.182588372619,0.14194693889,0.190603624712,-2.96405584305,9.28905110463,-17.6539163987,-4.705650248,-102.933861456,1.96745717407,3.763214,0.205853805755,-56.0901336704,25.7915970228,-30.1592780149,42.9405432769,52.8956561343,-1.54166046657,31.9505695053,17.7551772557,9.84966143187,-6.55215608628,3.37098106514,-14.8396078635,2.68297408296,43.6749905696,-72.3752663642,-16.0489135749,-44.1322629359,-5.21837949975,12.9414324818,-6.93790596488,-11.373002231,1.21909257026,-5.21766388927,-41.8739727029,10.9953823232,2.48289289581,-0.445339090187
ukbench00008.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1791.888,-476.042809817,2135.476,2153.298,-312.647500335,-164.97290097,11.4200750287,-154.782109373,-154.060246525,2291.778,2371.422,-173.773897445,50.971727207,-118.915432335,20.3675037253,12.5051678036,-90.6652314837,-24.2352990622,59.7359251069,-137.473965032,1843.086,1734.228,-157.475637959,-104.015346251,153.976253125,-18.7340870608,16.9554611751,-0.331640630281,6.27830407231,7.38997983622,10.9454535248,25.2620968647,56.8593003238,210.28192745,-7.80214283432,1721.994,-133.922456609,64.0217007638,161.173679609,44.4586317603,18.7172499031,0.110442452247,-33.0170904714,29.944943331,18.9483024998,32.9542671466,17.831818808,-102.878147008,-12.7790342637,-12.1928123632,174.016150423,15.9749938141,0.641912995332,-14.0982987763,0.570254164789,58.8706729035,41.0344637132,0.0127279220613,15.8765258617,-90.2216716278,20.9520377884,22.3217289453,-23.0574700973,-45.2169946495
1,3.447168,-33.9227078576,-83.176464,-118.044072,12.633431274,-5.181650154,-1.28983250798,44.3473420673,58.3743583765,-65.298792,-72.994008,-13.7054365973,83.6111366472,-56.2000997274,0.476974636609,-1.8687803465,0.0877378094096,-44.6303745352,69.1789006136,-18.6324500856,-15.276504,-174.968592,-85.617221691,78.4906556012,42.9193611322,-35.6957289501,22.7721327566,-1.42961892733,-0.11184662429,-3.64424884731,-30.7780961715,-14.2478226317,88.674205826,-134.305111105,-155.960230452,-50.756616,-43.1142639091,-107.479224137,-3.69593444992,17.1990034936,-33.5234934934,79.4437479923,-8.7099318266,28.7070868873,-29.1236291303,-53.8971994318,90.4425267888,-10.2500636607,-7.12966563022,-2.6992443369,16.7116598432,-3.95036071736,-62.9642680229,-22.1372282764,-34.9740112151,-33.6040488064,-10.9723534874,4.77852014703,6.28513786097,28.6478233014,16.486388247,-2.39587590812,3.40300112122,-5.05626540573
2,-27.014144,26.2984299147,-11.034388,-30.871474,8.03918345743,1.35415200392,0.582515072799,5.30585249499,-28.2375987028,11.566286,20.376114,0.131590260235,-15.2475419831,11.107853918,-1.4136846465,0.415162189385,-20.0557686297,11.7474695283,-46.0532109406,4.83255148673,67.673682,121.047436,91.5911762073,-59.9844908529,-7.61762262271,34.5324237437,9.36223479363,1.4669375055,0.181739952728,9.86890771313,47.3842590173,28.3715013542,-57.7395537778,99.4419678379,20.1174390819,35.654278,35.9008300743,26.2988207191,-50.3681016595,-3.46564488589,21.6246378847,-36.1020333577,-17.4368811479,-30.8834520032,9.75192202962,46.3496652215,-173.039235736,-0.569998883683,-19.2880085172,-32.6171470902,-53.4901163535,-26.8150654817,55.1080020285,9.5475511583,35.4731216299,30.4490559466,70.6139570869,-16.142423328,10.5546399807,6.15017952016,-10.5371259853,14.6524747981,21.6549387589,21.6220933833
ukbench00009.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
