ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2,-0.162564,-0.0903157193605,-2.43846,-7.851556,-0.472156551228,0.062210549499,0.159440378323,0.150189552323,1.66350663168,-11.362368,-11.524932,0.772928539348,0.360143621134,0.836357865565,0.114950106777,-0.0317146631082,1.03455096099,0.0762229213742,2.81041586657,0.637761513294,-11.362368,-3.60065,1.61508612971,2.74820531707,0.508953441109,0.459800427107,0.282337823575,-0.150189552323,-0.135167026054,0.0622105494991,0.705528501294,1.98843518038,0.540668104218,0.238168555147,-0.780845195167,-0.162564,-0.0903157193605,0.682919413408,-0.745661394512,2.10338528716,0.201822499119,-0.932811013334,-0.328322002388,1.21733104233,0.988154362194,0.361262877442,-0.838934112617,1.17157350814,0.062210549499,0.159440378323,1.16664275036,-0.63648433286,1.13834391452,0.0365429330723,0.126858652433,0.274610651321,-0.0672916430204,0.114950106777,-0.0317146631083,-0.799112902568,0.204058493077,-0.876009949361,-0.150189552323,-0.135167026054
ukbench00003.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3930.0,-84.8217701652,2570.0,850.0,-367.465240317,52.3619721372,139.981802299,111.970466399,173.661672316,1049.978,1046.0,321.365407715,359.230625479,450.283806733,103.237590053,-21.1293020636,442.648845023,115.760370405,507.362694905,357.958377204,854.804,1909.402,207.92413495,501.19104815,239.027687101,270.114790413,124.009890484,-121.186731427,-109.999613297,-14.2342774489,78.0531259803,402.220721915,267.006957877,337.675609582,-168.482932707,3866.0,-125.896252664,250.649924774,152.951921847,391.737156777,159.227474857,146.633412693,-55.8152095327,31.0623524031,221.227216696,165.505983271,260.215295477,388.088679168,61.546374514,187.038161077,346.905172637,101.711423172,201.105776282,55.3550516383,56.1858891206,144.846656508,138.897659691,148.492424049,-10.0975706243,53.3852865,36.8667942874,7.1465955689,-143.359840207,-135.472871578
1,6.4119376475e-14,3.29111914514e-14,6.4119376475e-14,1.20223830891e-14,-3.76982052196e-14,-1.7350578246e-14,-2.40659433666e-14,0.0,-3.33208206867e-15,0.012408,8.01492205937e-15,0.0323762664884,-1.53358894191e-15,-8.84524808473e-15,0.0,-4.78701376828e-15,4.53392459109e-14,7.81816862749e-16,-0.070858186084,1.44460919533e-15,0.674544,0.337272,0.611222832173,-5.23600016457e-15,-0.0788163314468,-8.5011086083e-15,-4.4468065014e-14,-4.18880013166e-14,-4.92550787823e-14,0.0,3.93045878971e-15,0.468200855668,-1.70403273163e-15,0.44066710429,0.187378283631,6.4119376475e-14,3.29111914514e-14,-0.129068406601,0.214632915993,0.0,-0.902590029143,3.70241122266e-15,2.51891354157e-14,2.22642605808e-15,1.05240100243,-2.55026520592e-15,2.82616642563e-15,-0.330791413092,-1.7350578246e-14,-2.40659433666e-14,-0.238487318304,-0.143413129461,2.16882228075e-15,-0.714092973978,7.26254085838e-15,-0.182530291089,0.065798503087,0.0,-4.78701376828e-15,0.311598697689,-0.121579780544,0.28043141908,-4.18880013166e-14,-4.92550787823e-14
2,8.10587152955e-14,4.16058147249e-14,8.10587152955e-14,1.51985091179e-14,-4.76574828397e-14,-2.19343303004e-14,-3.04237901071e-14,0.0,-4.21236616128e-15,-2.836314,1.01323394119e-14,2.23177253307,-1.93873921202e-15,-1.11820246178e-14,0.0,-6.05166811487e-15,5.73171672597e-14,9.88360679326e-16,-0.861323452067,1.82625240474e-15,-1.999252,-0.999626,-1.81157710938,-6.6192697116e-15,-0.312562519168,-1.07469688612e-14,-5.62158339627e-14,-5.29541576928e-14,-6.22675020776e-14,0.0,4.96882467564e-15,0.591892216474,-2.15421159158e-15,-1.30607431033,-0.555362449752,8.10587152955e-14,4.16058147249e-14,0.382540308761,-0.636141284432,0.0,-0.0705982803967,4.68053049957e-15,3.18437119705e-14,2.81461308406e-15,-0.532729861085,-3.22400548196e-15,3.53270803204e-15,0.980418466708,-2.19343303004e-14,-3.04237901071e-14,0.70684232325,0.425056016956,2.74179128755e-15,0.561129270511,9.18119083692e-15,0.540993692805,-0.195017358236,0.0,-6.05166811487e-15,-0.923534001566,0.360345091517,-0.831158642668,-5.29541576928e-14,-6.22675020776e-14
ukbench00004.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,4004.37,-42.4004144184,3435.776,2702.126,-147.909939119,26.9632727311,70.1835808286,67.3594993799,182.348255243,2901.94,2878.766,126.768636844,109.764008244,171.608639819,50.6500587364,-11.323937225,179.565524442,29.512568578,178.435457689,147.425787336,2780.68,3296.852,75.7408822023,183.977806063,93.5814747154,117.279316514,68.2084277949,-59.868846854,-53.7113776117,-19.724038615,16.1449383338,174.593149556,78.5294615923,146.413384183,-78.2229672201,4005.544,-41.7481749648,109.674365804,36.7523827068,174.009079355,74.043354652,73.2074529687,-36.1783719221,8.77062596831,96.6990719678,59.8817453881,88.3261222516,165.131772341,26.5140023815,69.0321389094,177.990090533,16.5593491664,93.7711630734,22.7420336552,23.3716442621,65.2227636645,29.0234346183,49.8199153753,-11.0949011869,-8.69100025379,12.3639487132,-30.2560996436,-58.7842122828,-52.7352322869
1,-1.33668,-0.742619619073,-15.665664,-20.375064,-0.873823764928,0.511525290374,1.31099606861,2.76999778748,1.5590512212,-18.01416,-17.352024,0.909677378623,-0.211390089924,2.40274678253,0.945175492276,-0.260773331632,4.01041550647,1.12442662973,1.5224185284,1.46022334183,-20.68752,-14.016528,-0.676128606348,1.77580700557,2.26653733767,1.65186366625,1.60546407242,-1.23493129352,-1.11140880137,1.14737065132,1.31441823512,2.82675269589,2.13736101221,0.540875712055,-2.37584751929,-1.998816,-1.11048267088,-5.90810301489e-14,2.06953468873,2.35855184022,2.92747885246,1.35925136409,-0.173814353754,0.78748802198,2.42904866811,2.27806561003,2.82675269589,2.44341210357,0.764913767546,1.96040931103,3.3037273325,1.65909299175,1.81731476997,1.37885254743,1.01098949562,1.3057894796,2.03826935665,1.41337634794,-0.389949657091,-2.44721639666e-14,0.0997235498748,-0.816465003706,-1.84666519166,-1.66195476458
2,1.16219,0.645678169113,4.437712,15.596162,1.45256345951,-0.44475085826,-1.13985884503,-0.45056865697,-4.20279002077,8.59878,9.435842,-1.86012381391,2.14162930907,-1.50175789243,-0.821792430027,0.226732021344,-1.98843518038,-0.458745791318,-1.48203231598,-1.1641321973,10.92316,7.948524,-1.46110789219,-1.16170255671,-0.969904662757,-0.936742536804,-1.00344254305,1.07372355389,0.966325668722,-0.186631648497,0.405338577992,-0.459800427107,-1.13320735788,-0.0879790028241,-0.724470334114,0.325128,0.180631438721,-7.48770000151e-14,0.0319979858771,-1.05169264358,-0.0744561784122,-0.370853485866,0.288932836501,-0.232498842103,0.11619348916,-0.895434266797,-0.459800427107,-0.658106275778,-0.124421098998,-0.318880756647,-1.87348507361,1.58335512052,-0.657150960083,0.116284326579,-0.348762403813,-0.212400101822,-1.64197252285,-0.229900213554,0.0634293262165,-3.10150689161e-14,1.03354582373,0.87510372186,0.300379104646,0.270334052109
ukbench00005.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,4022.142,41.4985205972,2475.278,1728.726,567.241130564,-8.8242414906,-15.0449528733,408.948144692,258.998131159,2081.788,2026.678,483.167589061,347.434200902,-236.965236064,23.9412213974,-21.4501802485,12.0589990464,109.224741406,469.5227946,550.12448215,1810.954,2524.844,265.753347004,464.631768235,200.071199224,240.528028475,-101.949267891,10.8510997653,-1.4077345598,103.331307071,25.7346413181,71.5620346832,174.760968104,343.624267664,522.036042897,3996.426,52.3331610229,392.989870118,132.737283292,66.0904424104,-115.599985913,89.2295040871,4.54979094979,-6.06902866948,-111.816965041,-135.323619327,225.656158653,-234.605430931,1.18653063157,-21.6124530215,14.6257966621,15.8195888103,-105.831027429,-94.8323344196,-94.913237951,70.7335879777,-98.4213544988,14.0417264608,-8.94330917296,124.616585096,-17.0735331421,-1.56853070198,9.1506146821,-5.78634399067
1,-2.336088,1.66665013681,-89.832792,-131.257464,32.6132823239,-0.129068406601,-1.24097798715,22.857893483,9.16933902927,-120.576432,-116.566392,29.1451998604,23.3400683517,-13.5012969556,1.65186366625,-1.11602124006,1.17488902964,6.95524133359,29.7148546346,30.7835159932,-130.258056,-91.844016,13.9041578764,28.6624536322,9.18679506017,11.103618589,-7.42904143552,0.311598697689,0.0883577632194,7.65617689949,0.268351016817,5.90076649102,7.92034484181,24.1631923398,32.4890769452,-7.008264,4.74621803533,23.5519490645,7.93672748871,2.60581293947,-7.77888870104,3.88052483286,-3.0406163464,-1.20067669462,-5.40507854158,-6.80644307615,9.91995577843,-17.1967923031,-0.311598697689,-2.19078141837,2.12006452192,0.193039785423,-5.47593672767,-6.00118408819,-4.82127583032,2.77466194594,-5.24302569704,1.65186366625,-0.261855562584,6.86191271027,-1.56643479262,0.19346318754,-0.129068406601,-0.0749060947344
2,1.324754,-1.05664138808,64.684786,97.876362,-23.1033750985,0.382540308761,0.386172399667,-17.5339026847,-5.27428033026,91.415156,87.928586,-23.1727480648,-18.3354253984,7.26378712154,-0.936742536804,1.10814418192,0.476942109697,-5.54069667422,-22.4144753026,-22.1720563236,97.713798,67.846228,-11.4883832321,-21.8817454415,-6.39569071162,-9.15466683708,5.06516777257,-0.923534001566,0.510511143059,-4.92284751645,-0.246713849483,-3.63202004044,-5.80587435532,-19.7037102582,-22.7246897217,3.974262,-3.00906009139,-18.5196472357,-4.34038189068,-3.76411182981,6.02489756391,-2.56300030685,-0.720202190382,-0.158140601744,3.8229482657,5.79037368365,-7.6260320838,11.0717944903,0.923534001566,0.681735958446,-0.34485032033,0.3414322316,2.96162481363,4.12118311664,5.82572886904,-1.87181706172,5.7161103919,-0.936742536804,0.260007343736,-5.15519827288,0.462899605559,-0.211677717002,0.382540308761,-0.432790449323
ukbench00006.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,4058.37,14.9136137454,2216.602,1126.918,699.997767177,-4.44399838608,0.534644471271,459.156112283,287.578538521,1410.406,1427.438,656.492326341,495.755174812,-405.257530321,1.99828376363,-6.64010080516,66.6137014285,161.175482527,607.016656376,642.503653141,1111.624,2161.286,269.15064565,597.909724698,247.625052017,295.600333021,-169.701509997,7.06515862133,-2.96555519919,184.965064196,33.5586212994,107.94833543,244.923168917,456.483325087,640.176534609,4040.0,31.4715266377,526.304346277,165.249660156,101.23930629,-147.562225986,110.498488512,-8.70918286861,-5.64602361878,-125.190328788,-133.810513343,296.792515054,-278.140855132,-16.1270971077,5.77719757111,41.8423366699,51.1008578298,-102.608458107,-113.924339575,-91.7480664616,114.361885878,-185.199669109,2.82842712475,-11.4475417018,164.930543799,-0.826170250316,-6.69756288392,12.8029972616,-6.71720092756
1,-1.33668,1.16176879538,-7.107528,-6.157752,2.38670755416,-0.694055581462,0.085456590535,1.82284546286,-1.27518185476,-2.484984,-0.811032,0.682094242698,-0.689015511425,-1.1124256491,0.468200855668,-0.792826371886,0.715461954913,1.86521864768,-1.50264282743,-0.784885693341,-3.171936,-4.109304,-1.46256013839,-0.0725332772575,1.64181660409,2.3760994021,-0.57090928447,0.794264189227,-0.489442832355,0.0383564708931,1.80939963666,2.12883830286,1.47652492574,-1.1831445002,1.20727978826,9.61790647125e-14,-1.78114084646e-14,0.975119389142,2.19601006077,-0.468200855668,-1.25225603498,-1.7322115758,1.28334756457,0.223724011134,-0.649275683367,1.53913065835,-0.68914061209,0.493491898959,-7.15072910979e-14,3.14436703177e-14,-0.468200855668,1.74360113357,-1.49028659587,0.182026296482,0.312304311848,-2.3019470867,0.606014867177,2.26696229555e-14,-6.25453490199e-15,-1.40796491255,-0.0567074079462,0.474356772388,5.08186671076e-15,-2.66566565494e-14
2,1.16219,-1.11558549276,26.664774,37.847466,-9.94775406549,0.985744551065,-0.799443979559,-6.91775270094,-2.43134580461,35.360522,33.198706,-9.19661020979,-7.2322646615,5.39857371466,0.591892216474,-0.395922071429,-2.12052696975,-1.69016963164,-8.03480055524,-8.95799082078,40.196088,26.177082,-1.87598335486,-7.54433058904,-2.34659169019,-5.06284636953,2.11010847196,0.232350756438,-0.104701638875,-3.77145636984,-0.417472526335,-2.3504271833,-2.31970529704,-5.76773696713,-9.78900728367,1.21588072943e-13,-2.25169046725e-14,-6.99165007334,-2.67058809835,-0.591892216474,2.02801975674,-1.73775671821,0.497427604438,0.119863320614,2.81188494142,1.57397197404,-3.89620361917,2.37543238371,-9.03984016894e-14,3.97505974051e-14,-0.591892216474,-0.2224551681,1.20298549343,0.887692406395,0.866501345997,-0.0491420991169,3.14918792451,2.86585836299e-14,-7.90688543461e-15,-0.556103506876,0.951021963282,-0.622976359529,6.4244166042e-15,-3.36989292903e-14
ukbench00007.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,4033.706,24.1683249298,3432.12,3481.012,147.30882762,7.94034502923,-16.1353607387,96.5432275374,-36.9118128228,3574.208,3537.382,-54.8814128286,122.161597096,17.9429647534,10.9219713422,-2.85093941074,30.7138901476,-21.377774741,89.2011438319,-41.0834602764,3535.98,3509.806,-26.9461966552,133.396621838,-49.5929008105,116.873437222,18.6127057969,0.230158243001,-3.60847286219,22.106230268,-24.4560428211,73.3100026463,-45.3136307652,116.20688872,142.44994709,4019.184,32.1948531063,67.8549301756,-64.5227834763,78.0603460023,-24.6577656294,43.1411432739,2.24498554768,-7.80878215795,21.8532819291,-5.96539667035,85.0310046512,21.4258753647,2.0743613867,-12.7205081715,49.0293699939,-17.1330805635,33.9120805347,-7.80667901853,7.14108683272,22.438478514,-1.00796698619,10.6603418332,-1.03731920377,20.6703979366,8.50783548801,5.96759930806,2.37674248444,-1.9438091961
1,-0.962184,0.414030483781,-27.13968,-26.514768,5.23494171881,0.553523677622,-0.81530774613,6.14163887032,-3.45999885523,-27.189312,-27.851448,-2.4705960963,6.8191908845,2.37452404206,0.220939756422,0.409039772633,1.82016073703,-0.970586059121,7.76663494314,-3.75321876101,-28.18872,-31.474584,-2.76715853409,7.67284976257,-1.40778706627,5.07124538388,1.02968715742,-0.487413827567,0.22850077438,0.420738234327,0.456571618259,4.11729611066,-0.801066965281,6.7676958252,5.83422609431,-2.923776,1.48846276608,4.099795422,-1.75429726113,2.23571890705,0.430165230497,2.1482014741,0.594463623713,0.248619003041,0.742203386736,-0.419997584391,3.8875825733,2.68897268598,0.482665491538,-0.847357765888,3.45447684139,-0.640739983067,1.78510771711,0.670691670257,0.0389086948828,1.42361100263,-0.277116349148,1.1661152487,-1.66427978759,1.00836066966,-0.0998856106415,0.090150254189,0.564987174862,0.740673189692
2,-8.346378,4.7574473156,-188.31756,-178.971556,36.6119049039,2.01720821007,-5.17653970193,36.2960345983,-15.5304592753,-176.972304,-177.809366,-19.2352985562,46.1487117122,7.82546831283,3.3043114027,-0.538024655795,14.4010300437,-8.90505716718,45.4832969204,-16.9891285452,-176.80974,-186.667678,-16.4466136763,49.862798373,-9.80883912839,24.561006148,3.10398031803,-0.0704743812192,-0.322867666429,6.17621334873,0.297730031035,27.388375441,-8.86132467113,45.8575733974,32.3161936226,-16.530192,9.98336941388,35.0322201829,-12.2018893184,27.0263834381,3.66790376492,8.99938044372,-0.302544941305,2.20751259331,7.99368523804,5.6415019702,26.0896409013,8.32067980923,1.155884758,-5.03654846469,17.4754412329,-0.204918717423,9.63177613053,4.83962093134,4.38440420716,4.90275347408,-0.197821246188,2.48251897267,-0.11072212325,7.46478303746,3.46665851859,-0.49132033773,-0.603204242304,0.668086165344
ukbench00008.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3675.652,49.0264708269,2384.858,2068.64,-144.452704256,347.591428405,-113.156401698,1046.40052837,-117.629122107,1887.13,1886.304,49.4817341925,1084.42943079,96.9742667534,-218.034961765,113.349145319,-86.9359503198,32.3021960209,1008.6808042,39.0007235398,2114.782,2381.314,-143.6367217,1025.89728817,-3.91736189658,151.159630828,110.623499278,92.0222581959,-86.9942823895,-150.787899582,134.824125653,286.50128296,-20.4989492718,1073.85234611,-182.375440281,3580.25,59.4239538099,1027.29205824,52.9297550127,278.92251248,-70.4747677567,-269.382332339,-2.11795848846,69.743829737,-99.4334915485,-37.8413853349,132.02956397,153.214990651,413.324782627,-129.895944846,-52.1491251125,150.533220528,-125.914797779,-31.3706285354,-0.940768865563,-268.786664927,100.744226144,-226.943092995,111.162062917,-164.30318431,67.8430531378,-23.0301261938,74.4367031386,-61.6942007814
1,1.324272,1.78114084646e-14,6.284088,10.91904,1.10578729865,-1.22346779628,-3.14436703177e-14,-4.04811193658,2.47037288674,7.25868,6.596544,0.282629562302,-5.84921487328,-1.10938098098,0.936401711335,6.25453490199e-15,1.17488902964,-1.88832400933,-4.31414837932,1.96157161626,8.582952,8.282904,2.5261541642,-4.6016356142,0.773060243212,-0.706688173972,-0.45443841388,-0.506776954345,2.66566565494e-14,-0.608461764446,-1.41920456032,-0.468200855668,-1.54339599635,-3.87348127503,2.07063637863,0.987,-0.0709743672859,-4.91323431189,-1.84435885516,1.41337634794,-1.17275880335,1.16063007992,0.463114330481,-0.329865282603,1.79647544086,-0.679213093235,-1.88157720361,-2.52324719139,-1.09439938968,0.404934690529,0.697914393031,-1.9142688954,-0.121047936879,-1.37590184278,-1.34933972006,1.61394514977,-0.0397090352147,1.17488902964,-1.03529342334,-0.25011634348,0.612148962662,0.457300186717,-0.818375652034,1.57925790393
2,1.674124,2.25169046725e-14,9.370246,15.22968,0.605675897253,-1.54668889849,-3.97505974051e-14,-5.66326652274,-1.11102957946,14.88031,14.043248,-1.62062293659,-8.71193839182,-0.003862316804,1.18378443295,7.90688543461e-15,0.476942109697,1.758650621,-8.0887834949,-2.939923874,16.554434,9.045118,-1.27635731274,-7.68047473282,2.65408930659,0.114950106777,-0.852692751493,-0.640659518525,3.36989292903e-14,0.548244344478,-0.739009907364,-0.591892216474,2.47290203236,-9.39485780523,-0.152495769648,2.67375,-0.881967840007,-6.75694073125,1.6283441882,-0.229900213554,-0.362182370167,0.921543863354,-0.600213756446,0.194724236708,1.17966307312,1.59507556921,-0.36199200292,-0.114451310637,-1.92922920725,1.91051192749,1.8906267562,0.728290019735,0.618718725697,-2.13282615653,-0.301836288146,1.72065676592,0.79200266872,0.476942109697,-1.58700059146,1.00125903446,-2.59727133938,-1.00099642113,0.282874483041,0.810797534102
